Instance,Income
178525,4.09E+04
178526,4.54E+04
178527,2.71E+04
178528,6.16E+04
178529,2.72E+05
178530,1.16E+05
178531,5.60E+03
178532,6.79E+04
178533,1.97E+05
178534,4.42E+04
178535,5.78E+04
178536,5.29E+04
178537,1.68E+04
178538,1.83E+04
178539,5.27E+04
178540,8.01E+04
178541,4.24E+04
178542,3.17E+04
178543,3.16E+04
178544,2.01E+05
178545,7.12E+04
178546,3.74E+05
178547,1.79E+04
178548,3.53E+05
178549,5.92E+04
178550,2.52E+05
178551,3.92E+05
178552,4.34E+04
178553,6.55E+04
178554,1.45E+05
178555,8.10E+04
178556,7.06E+04
178557,6.29E+03
178558,5.49E+04
178559,6.47E+04
178560,9.32E+04
178561,3.28E+04
178562,2.90E+05
178563,4.62E+04
178564,4.47E+05
178565,3.91E+04
178566,1.30E+05
178567,1.47E+05
178568,5.97E+04
178569,1.25E+05
178570,1.66E+05
178571,2.26E+05
178572,2.93E+04
178573,1.99E+05
178574,1.66E+05
178575,1.03E+05
178576,6.04E+05
178577,2.47E+05
178578,7.27E+03
178579,3.97E+04
178580,1.07E+05
178581,3.95E+04
178582,1.40E+05
178583,8.04E+04
178584,3.00E+05
178585,7.67E+04
178586,1.15E+04
178587,9.37E+03
178588,5.51E+04
178589,1.95E+05
178590,4.02E+04
178591,2.85E+05
178592,1.95E+04
178593,1.96E+05
178594,1.83E+04
178595,4.67E+04
178596,2.58E+05
178597,1.91E+05
178598,3.39E+04
178599,2.56E+04
178600,2.58E+05
178601,1.14E+05
178602,2.21E+05
178603,7.52E+04
178604,1.86E+05
178605,2.93E+04
178606,6.62E+04
178607,6.28E+04
178608,1.54E+05
178609,5.01E+04
178610,1.34E+04
178611,3.79E+04
178612,1.52E+05
178613,2.76E+04
178614,9.58E+04
178615,3.14E+04
178616,1.59E+05
178617,3.34E+05
178618,1.01E+04
178619,3.15E+05
178620,3.08E+04
178621,8.34E+04
178622,3.44E+04
178623,1.85E+05
178624,5.55E+04
178625,5.76E+04
178626,1.29E+05
178627,7.24E+04
178628,1.52E+05
178629,2.78E+04
178630,3.96E+05
178631,5.44E+04
178632,1.56E+04
178633,1.59E+04
178634,9.82E+04
178635,4.41E+04
178636,1.72E+05
178637,1.53E+04
178638,5.10E+04
178639,3.81E+04
178640,1.03E+05
178641,1.71E+05
178642,3.09E+04
178643,1.64E+05
178644,1.73E+05
178645,8.68E+03
178646,7.70E+04
178647,5.11E+04
178648,7.17E+04
178649,5.31E+04
178650,4.56E+04
178651,3.99E+04
178652,2.62E+04
178653,1.63E+05
178654,3.48E+05
178655,1.17E+05
178656,6.38E+04
178657,6.38E+04
178658,7.92E+03
178659,1.50E+05
178660,8.41E+04
178661,8.08E+04
178662,9.69E+04
178663,1.96E+05
178664,2.41E+04
178665,8.63E+05
178666,1.29E+05
178667,9.37E+03
178668,9.78E+03
178669,1.63E+05
178670,1.90E+04
178671,3.25E+04
178672,9.84E+04
178673,3.51E+05
178674,6.39E+05
178675,1.06E+05
178676,7.80E+04
178677,3.33E+04
178678,2.84E+04
178679,4.10E+04
178680,1.80E+04
178681,3.19E+04
178682,5.97E+04
178683,1.63E+05
178684,3.55E+04
178685,7.50E+04
178686,5.90E+04
178687,5.79E+04
178688,1.93E+04
178689,3.24E+04
178690,5.85E+04
178691,1.98E+04
178692,3.12E+03
178693,2.64E+05
178694,3.08E+04
178695,3.05E+04
178696,1.74E+05
178697,6.25E+04
178698,2.25E+04
178699,2.86E+05
178700,1.91E+04
178701,1.79E+05
178702,5.62E+04
178703,4.57E+05
178704,1.43E+05
178705,1.30E+05
178706,8.99E+04
178707,2.18E+04
178708,1.53E+05
178709,5.19E+04
178710,4.90E+04
178711,4.31E+04
178712,2.24E+04
178713,3.79E+04
178714,3.25E+04
178715,5.71E+04
178716,8.61E+04
178717,2.55E+05
178718,4.25E+04
178719,9.04E+04
178720,7.26E+04
178721,5.20E+04
178722,1.04E+05
178723,1.61E+05
178724,9.23E+04
178725,8.57E+04
178726,2.73E+04
178727,5.36E+04
178728,5.10E+04
178729,8.35E+04
178730,1.65E+05
178731,3.93E+04
178732,6.98E+04
178733,5.73E+04
178734,8.93E+04
178735,3.97E+04
178736,2.12E+04
178737,2.21E+05
178738,6.12E+04
178739,7.66E+04
178740,7.21E+04
178741,7.51E+04
178742,1.57E+05
178743,3.74E+05
178744,3.48E+05
178745,7.14E+04
178746,8.99E+04
178747,8.91E+04
178748,2.73E+04
178749,5.08E+04
178750,5.92E+04
178751,9.01E+04
178752,1.49E+05
178753,5.95E+04
178754,6.72E+04
178755,2.96E+04
178756,1.79E+04
178757,1.12E+05
178758,2.07E+05
178759,4.94E+04
178760,3.57E+04
178761,5.43E+04
178762,3.63E+05
178763,1.17E+05
178764,3.06E+05
178765,3.51E+04
178766,3.30E+05
178767,2.92E+05
178768,5.29E+05
178769,8.88E+04
178770,4.37E+04
178771,4.25E+04
178772,6.66E+04
178773,3.34E+05
178774,5.99E+04
178775,5.72E+04
178776,6.62E+04
178777,6.68E+04
178778,3.49E+04
178779,9.32E+03
178780,3.43E+04
178781,1.90E+04
178782,1.76E+05
178783,4.39E+04
178784,1.80E+04
178785,3.96E+04
178786,6.45E+04
178787,2.41E+04
178788,1.18E+05
178789,4.47E+04
178790,5.62E+04
178791,4.40E+04
178792,6.00E+04
178793,6.12E+04
178794,5.63E+04
178795,3.73E+04
178796,1.21E+05
178797,4.61E+04
178798,5.78E+05
178799,2.68E+05
178800,3.22E+04
178801,1.11E+05
178802,4.16E+04
178803,1.10E+05
178804,1.35E+05
178805,1.50E+05
178806,1.76E+04
178807,3.01E+04
178808,4.00E+04
178809,2.48E+05
178810,5.28E+05
178811,1.74E+05
178812,1.80E+04
178813,4.44E+04
178814,1.31E+05
178815,4.67E+04
178816,1.28E+04
178817,7.33E+04
178818,9.35E+04
178819,1.64E+04
178820,1.32E+05
178821,3.35E+04
178822,5.62E+04
178823,4.30E+04
178824,2.76E+05
178825,6.54E+04
178826,3.52E+05
178827,1.37E+05
178828,2.80E+04
178829,4.09E+03
178830,3.61E+04
178831,6.31E+04
178832,3.70E+05
178833,4.33E+04
178834,1.48E+05
178835,1.58E+05
178836,2.29E+05
178837,5.11E+04
178838,2.60E+04
178839,6.71E+04
178840,3.67E+04
178841,4.00E+04
178842,6.05E+04
178843,3.57E+04
178844,4.64E+04
178845,1.53E+05
178846,8.86E+04
178847,7.02E+04
178848,8.99E+04
178849,6.49E+04
178850,3.04E+05
178851,1.06E+05
178852,8.57E+04
178853,2.36E+04
178854,2.67E+04
178855,1.12E+04
178856,1.03E+05
178857,1.49E+04
178858,1.40E+05
178859,2.77E+04
178860,5.60E+05
178861,2.63E+05
178862,5.07E+04
178863,9.31E+04
178864,7.02E+04
178865,3.56E+04
178866,3.04E+04
178867,2.65E+04
178868,1.13E+05
178869,2.37E+05
178870,3.24E+05
178871,3.06E+04
178872,1.72E+04
178873,3.13E+04
178874,2.07E+04
178875,9.94E+04
178876,6.84E+04
178877,1.06E+05
178878,2.35E+04
178879,3.22E+04
178880,2.43E+05
178881,3.60E+05
178882,1.02E+05
178883,1.03E+06
178884,4.59E+04
178885,7.56E+04
178886,7.23E+04
178887,1.25E+04
178888,6.63E+04
178889,6.74E+04
178890,1.83E+05
178891,7.96E+04
178892,8.03E+04
178893,1.18E+05
178894,5.36E+04
178895,9.76E+04
178896,4.85E+04
178897,8.19E+04
178898,1.55E+05
178899,5.40E+04
178900,4.36E+04
178901,1.54E+05
178902,1.37E+05
178903,2.11E+04
178904,5.77E+04
178905,3.83E+04
178906,5.81E+04
178907,1.09E+05
178908,1.03E+05
178909,1.64E+04
178910,1.32E+05
178911,1.19E+05
178912,3.60E+04
178913,1.76E+04
178914,3.31E+04
178915,2.75E+04
178916,2.32E+04
178917,9.14E+03
178918,5.49E+04
178919,1.08E+05
178920,1.69E+05
178921,8.73E+04
178922,5.12E+04
178923,1.82E+05
178924,1.57E+05
178925,3.59E+05
178926,4.75E+04
178927,2.02E+05
178928,4.49E+04
178929,2.47E+05
178930,1.75E+04
178931,5.95E+04
178932,4.86E+04
178933,2.51E+05
178934,4.78E+04
178935,3.43E+04
178936,4.46E+04
178937,6.47E+04
178938,9.34E+04
178939,2.74E+05
178940,7.69E+04
178941,3.42E+04
178942,1.33E+04
178943,8.01E+04
178944,1.63E+05
178945,1.45E+05
178946,2.06E+04
178947,5.31E+03
178948,7.84E+04
178949,4.85E+04
178950,2.23E+05
178951,2.65E+04
178952,1.77E+05
178953,4.43E+04
178954,3.86E+04
178955,4.70E+05
178956,6.76E+04
178957,2.16E+05
178958,1.63E+05
178959,1.43E+04
178960,2.14E+04
178961,2.52E+05
178962,1.22E+05
178963,1.61E+05
178964,2.92E+04
178965,7.21E+04
178966,1.17E+05
178967,2.92E+04
178968,3.41E+04
178969,6.58E+04
178970,1.25E+05
178971,4.51E+04
178972,4.91E+04
178973,3.76E+05
178974,5.27E+04
178975,5.14E+04
178976,1.60E+04
178977,1.70E+04
178978,2.52E+05
178979,4.48E+04
178980,3.44E+05
178981,4.39E+05
178982,5.58E+04
178983,3.00E+05
178984,6.08E+04
178985,3.53E+04
178986,4.70E+04
178987,8.96E+04
178988,1.79E+04
178989,2.28E+04
178990,7.08E+04
178991,3.83E+05
178992,2.95E+04
178993,1.10E+05
178994,3.99E+04
178995,4.82E+04
178996,1.00E+05
178997,3.65E+04
178998,3.98E+04
178999,1.07E+05
179000,1.45E+05
179001,5.46E+04
179002,2.57E+04
179003,5.80E+04
179004,5.77E+04
179005,4.34E+04
179006,1.51E+05
179007,1.90E+05
179008,6.57E+04
179009,1.15E+05
179010,1.64E+05
179011,4.81E+04
179012,1.20E+05
179013,2.82E+05
179014,3.62E+04
179015,1.24E+04
179016,6.42E+04
179017,1.50E+05
179018,1.22E+05
179019,1.28E+05
179020,7.97E+04
179021,8.33E+04
179022,1.46E+05
179023,1.26E+05
179024,2.70E+05
179025,5.91E+04
179026,7.00E+04
179027,2.74E+04
179028,5.77E+04
179029,3.17E+05
179030,2.24E+04
179031,6.59E+04
179032,5.72E+04
179033,2.86E+04
179034,5.95E+04
179035,1.93E+05
179036,9.90E+04
179037,1.16E+05
179038,1.52E+05
179039,5.10E+04
179040,2.56E+05
179041,6.60E+03
179042,4.05E+04
179043,1.70E+05
179044,5.91E+03
179045,1.92E+05
179046,3.83E+04
179047,7.45E+04
179048,1.38E+05
179049,5.65E+04
179050,2.84E+04
179051,9.97E+03
179052,5.57E+04
179053,3.79E+04
179054,1.52E+05
179055,1.81E+05
179056,8.76E+05
179057,2.33E+04
179058,1.39E+05
179059,3.66E+04
179060,1.13E+05
179061,5.55E+04
179062,2.25E+05
179063,5.01E+04
179064,3.92E+04
179065,3.45E+04
179066,5.86E+04
179067,1.09E+05
179068,5.93E+04
179069,1.08E+05
179070,1.86E+05
179071,1.75E+04
179072,1.49E+05
179073,3.30E+05
179074,4.81E+04
179075,3.12E+04
179076,5.05E+04
179077,4.11E+04
179078,2.75E+04
179079,3.15E+04
179080,5.07E+04
179081,3.24E+04
179082,7.87E+04
179083,4.99E+04
179084,4.08E+04
179085,4.70E+04
179086,5.42E+04
179087,5.64E+04
179088,3.71E+04
179089,3.08E+05
179090,3.52E+04
179091,2.02E+05
179092,2.14E+05
179093,2.26E+05
179094,1.06E+05
179095,2.40E+04
179096,3.69E+04
179097,1.03E+05
179098,6.33E+03
179099,4.77E+04
179100,2.74E+05
179101,1.24E+04
179102,1.40E+05
179103,2.77E+04
179104,8.31E+04
179105,5.18E+04
179106,1.79E+05
179107,2.98E+05
179108,2.15E+05
179109,1.65E+05
179110,1.35E+05
179111,7.94E+04
179112,3.72E+05
179113,3.97E+04
179114,4.61E+04
179115,5.35E+04
179116,4.06E+04
179117,7.51E+04
179118,3.66E+04
179119,2.58E+05
179120,4.61E+05
179121,1.41E+05
179122,2.37E+05
179123,2.02E+05
179124,7.55E+04
179125,1.72E+05
179126,3.62E+04
179127,2.50E+05
179128,2.20E+05
179129,1.75E+04
179130,2.40E+05
179131,1.16E+05
179132,6.47E+04
179133,8.21E+04
179134,3.92E+04
179135,1.40E+05
179136,1.74E+05
179137,1.03E+04
179138,1.06E+05
179139,1.19E+05
179140,3.50E+05
179141,1.64E+04
179142,5.82E+04
179143,7.19E+04
179144,4.28E+05
179145,2.17E+04
179146,3.25E+04
179147,1.59E+05
179148,5.13E+04
179149,1.53E+05
179150,3.44E+04
179151,4.62E+04
179152,1.26E+04
179153,1.73E+05
179154,4.20E+04
179155,1.57E+04
179156,4.27E+05
179157,6.53E+04
179158,6.53E+04
179159,5.36E+04
179160,6.42E+03
179161,2.13E+05
179162,4.91E+04
179163,1.68E+05
179164,2.31E+04
179165,8.42E+04
179166,6.81E+03
179167,9.17E+04
179168,3.21E+05
179169,3.22E+05
179170,1.26E+05
179171,1.03E+04
179172,1.25E+05
179173,1.49E+05
179174,8.90E+04
179175,2.43E+05
179176,3.55E+05
179177,2.16E+04
179178,3.67E+05
179179,4.47E+04
179180,1.61E+05
179181,1.32E+05
179182,1.27E+05
179183,4.91E+04
179184,1.08E+04
179185,1.48E+05
179186,1.35E+04
179187,3.60E+04
179188,3.10E+04
179189,3.86E+04
179190,1.11E+05
179191,1.55E+04
179192,7.28E+04
179193,5.80E+04
179194,1.32E+04
179195,2.12E+05
179196,4.57E+04
179197,2.87E+04
179198,1.16E+05
179199,2.37E+05
179200,3.54E+04
179201,7.29E+04
179202,1.08E+05
179203,5.22E+04
179204,8.84E+04
179205,2.18E+04
179206,1.75E+05
179207,3.80E+04
179208,1.63E+04
179209,1.13E+05
179210,1.30E+04
179211,9.68E+04
179212,5.04E+04
179213,4.67E+04
179214,2.98E+04
179215,3.19E+04
179216,2.80E+04
179217,3.11E+04
179218,2.11E+04
179219,2.92E+04
179220,4.53E+04
179221,1.21E+04
179222,3.21E+04
179223,6.49E+04
179224,2.62E+05
179225,1.16E+05
179226,1.29E+05
179227,2.76E+04
179228,1.83E+05
179229,3.22E+04
179230,1.87E+05
179231,5.47E+04
179232,2.30E+04
179233,2.26E+05
179234,4.87E+04
179235,6.69E+04
179236,6.27E+05
179237,1.06E+05
179238,2.71E+05
179239,3.66E+05
179240,1.48E+04
179241,2.60E+04
179242,9.40E+04
179243,9.60E+04
179244,3.32E+05
179245,3.86E+04
179246,1.43E+05
179247,3.98E+04
179248,2.85E+04
179249,2.12E+05
179250,4.19E+04
179251,6.74E+04
179252,1.28E+05
179253,2.46E+04
179254,2.41E+04
179255,1.93E+04
179256,4.04E+04
179257,3.35E+04
179258,2.85E+04
179259,2.94E+04
179260,3.87E+04
179261,3.79E+04
179262,7.95E+04
179263,1.81E+05
179264,6.47E+04
179265,5.08E+04
179266,5.74E+04
179267,3.93E+04
179268,3.04E+04
179269,4.22E+04
179270,1.01E+05
179271,8.41E+03
179272,3.58E+04
179273,4.79E+04
179274,1.65E+04
179275,2.88E+04
179276,8.85E+04
179277,5.39E+04
179278,2.32E+04
179279,3.30E+04
179280,6.31E+04
179281,2.76E+04
179282,2.70E+05
179283,4.45E+04
179284,2.47E+05
179285,3.40E+04
179286,8.19E+04
179287,2.43E+05
179288,6.95E+04
179289,4.89E+04
179290,4.64E+04
179291,3.56E+04
179292,8.69E+04
179293,2.05E+05
179294,4.13E+04
179295,6.02E+04
179296,2.17E+05
179297,5.94E+04
179298,8.15E+04
179299,3.30E+04
179300,4.32E+04
179301,3.33E+04
179302,1.39E+05
179303,1.19E+05
179304,1.04E+05
179305,3.02E+05
179306,4.39E+05
179307,4.23E+04
179308,4.49E+04
179309,4.24E+04
179310,4.36E+04
179311,1.59E+05
179312,8.96E+04
179313,1.78E+04
179314,1.56E+05
179315,3.67E+05
179316,9.13E+04
179317,4.19E+04
179318,2.15E+04
179319,6.14E+04
179320,7.09E+04
179321,5.52E+04
179322,1.67E+04
179323,1.53E+04
179324,1.03E+05
179325,4.39E+04
179326,1.64E+05
179327,3.12E+05
179328,2.18E+04
179329,3.57E+04
179330,8.24E+04
179331,5.47E+04
179332,1.23E+05
179333,6.48E+04
179334,1.86E+04
179335,1.56E+04
179336,4.64E+04
179337,3.74E+05
179338,5.50E+04
179339,1.26E+05
179340,6.01E+04
179341,1.89E+05
179342,2.50E+04
179343,8.27E+04
179344,5.17E+04
179345,2.61E+04
179346,1.02E+05
179347,1.11E+05
179348,6.09E+04
179349,1.47E+05
179350,4.16E+04
179351,1.27E+05
179352,1.96E+05
179353,3.05E+04
179354,9.63E+04
179355,9.59E+04
179356,7.92E+03
179357,5.76E+04
179358,7.58E+04
179359,1.26E+05
179360,4.28E+05
179361,4.77E+04
179362,6.00E+04
179363,1.51E+05
179364,6.58E+04
179365,4.32E+05
179366,3.81E+04
179367,2.79E+04
179368,5.01E+04
179369,4.76E+04
179370,7.43E+04
179371,2.78E+05
179372,8.91E+04
179373,1.54E+05
179374,5.85E+04
179375,4.75E+04
179376,1.21E+05
179377,8.56E+04
179378,2.50E+04
179379,1.09E+05
179380,2.20E+04
179381,1.40E+05
179382,4.42E+04
179383,3.87E+04
179384,2.11E+05
179385,5.25E+04
179386,1.13E+05
179387,6.41E+04
179388,2.07E+05
179389,1.98E+04
179390,2.56E+04
179391,1.92E+04
179392,6.27E+04
179393,4.08E+04
179394,1.42E+05
179395,4.32E+04
179396,2.79E+04
179397,9.08E+04
179398,4.69E+04
179399,6.91E+04
179400,6.61E+04
179401,1.71E+05
179402,4.79E+04
179403,1.48E+05
179404,5.89E+04
179405,1.44E+04
179406,2.17E+03
179407,5.67E+04
179408,4.41E+04
179409,1.73E+05
179410,1.65E+04
179411,4.95E+04
179412,1.35E+05
179413,1.47E+05
179414,3.84E+04
179415,8.76E+04
179416,4.16E+05
179417,5.18E+04
179418,1.39E+05
179419,2.29E+05
179420,3.16E+04
179421,4.55E+04
179422,5.34E+04
179423,4.57E+04
179424,1.16E+05
179425,7.51E+04
179426,1.26E+05
179427,4.75E+04
179428,1.16E+05
179429,3.23E+04
179430,1.57E+05
179431,3.60E+04
179432,1.70E+05
179433,3.83E+04
179434,5.08E+04
179435,1.32E+05
179436,5.88E+04
179437,1.27E+05
179438,1.89E+05
179439,4.80E+04
179440,2.08E+05
179441,1.05E+05
179442,9.26E+03
179443,3.88E+04
179444,3.19E+04
179445,2.13E+05
179446,2.56E+04
179447,3.51E+04
179448,2.01E+05
179449,3.01E+04
179450,4.44E+04
179451,6.58E+04
179452,2.23E+04
179453,5.92E+04
179454,5.48E+05
179455,4.79E+04
179456,1.85E+05
179457,1.00E+05
179458,5.98E+05
179459,2.06E+04
179460,1.13E+05
179461,2.11E+04
179462,8.94E+04
179463,3.80E+04
179464,2.08E+04
179465,4.54E+04
179466,5.93E+04
179467,4.01E+04
179468,4.48E+04
179469,1.47E+04
179470,1.07E+05
179471,3.11E+05
179472,1.02E+05
179473,4.14E+04
179474,1.69E+05
179475,9.76E+04
179476,3.19E+05
179477,2.58E+05
179478,5.85E+04
179479,1.84E+05
179480,8.90E+04
179481,3.47E+04
179482,1.43E+05
179483,3.83E+04
179484,7.40E+04
179485,2.21E+04
179486,5.63E+04
179487,2.77E+05
179488,3.72E+04
179489,7.08E+04
179490,1.40E+05
179491,9.45E+03
179492,1.34E+05
179493,7.07E+04
179494,4.74E+04
179495,3.97E+04
179496,3.71E+04
179497,5.94E+04
179498,2.52E+04
179499,5.71E+04
179500,7.83E+04
179501,5.46E+04
179502,1.15E+05
179503,1.17E+05
179504,3.81E+04
179505,7.35E+04
179506,1.13E+04
179507,4.65E+04
179508,3.65E+05
179509,1.14E+05
179510,3.91E+04
179511,4.01E+04
179512,1.52E+05
179513,1.00E+05
179514,3.64E+04
179515,6.87E+04
179516,1.05E+05
179517,2.68E+05
179518,1.22E+05
179519,3.43E+05
179520,4.59E+04
179521,5.42E+04
179522,8.59E+04
179523,1.32E+05
179524,1.46E+05
179525,1.26E+05
179526,6.29E+04
179527,8.05E+03
179528,5.01E+05
179529,3.35E+04
179530,3.93E+04
179531,4.36E+04
179532,3.40E+05
179533,1.24E+05
179534,4.49E+04
179535,3.83E+04
179536,5.44E+04
179537,1.59E+05
179538,3.90E+04
179539,5.83E+04
179540,6.76E+04
179541,4.59E+05
179542,7.75E+04
179543,2.27E+04
179544,7.13E+05
179545,4.09E+04
179546,5.26E+04
179547,8.26E+04
179548,4.13E+04
179549,1.39E+04
179550,1.93E+05
179551,7.26E+04
179552,1.23E+05
179553,5.38E+05
179554,9.73E+04
179555,5.97E+04
179556,5.35E+04
179557,5.56E+04
179558,4.29E+04
179559,4.13E+04
179560,2.27E+04
179561,8.69E+04
179562,5.33E+05
179563,8.54E+04
179564,6.29E+04
179565,1.23E+05
179566,8.70E+04
179567,3.45E+04
179568,4.08E+05
179569,4.72E+04
179570,8.53E+04
179571,4.57E+04
179572,2.36E+04
179573,1.85E+05
179574,1.03E+05
179575,1.58E+05
179576,9.55E+04
179577,2.89E+04
179578,7.76E+04
179579,3.50E+04
179580,3.47E+04
179581,2.70E+05
179582,2.81E+04
179583,1.45E+05
179584,1.03E+05
179585,3.46E+04
179586,4.35E+04
179587,2.08E+05
179588,3.05E+04
179589,1.59E+05
179590,4.97E+04
179591,1.24E+05
179592,1.58E+04
179593,2.87E+04
179594,5.97E+04
179595,4.32E+05
179596,4.34E+03
179597,1.16E+05
179598,7.18E+04
179599,3.01E+04
179600,1.43E+05
179601,7.90E+03
179602,3.07E+05
179603,1.61E+04
179604,2.67E+04
179605,3.21E+04
179606,1.91E+05
179607,1.59E+04
179608,2.59E+04
179609,6.28E+04
179610,2.68E+04
179611,4.36E+05
179612,3.48E+04
179613,4.07E+04
179614,1.50E+05
179615,4.91E+04
179616,5.56E+04
179617,6.99E+04
179618,5.21E+04
179619,3.82E+04
179620,2.84E+04
179621,5.29E+05
179622,8.40E+04
179623,4.50E+03
179624,1.72E+05
179625,2.68E+04
179626,1.15E+05
179627,7.60E+03
179628,1.80E+05
179629,4.88E+05
179630,5.96E+04
179631,4.95E+04
179632,3.38E+04
179633,2.36E+05
179634,9.97E+04
179635,3.64E+04
179636,2.35E+04
179637,6.53E+04
179638,1.02E+05
179639,2.53E+04
179640,3.03E+04
179641,4.70E+04
179642,2.79E+04
179643,1.33E+05
179644,3.39E+04
179645,2.45E+04
179646,4.16E+05
179647,1.21E+05
179648,4.97E+04
179649,7.22E+04
179650,1.65E+05
179651,6.16E+04
179652,1.28E+05
179653,1.70E+05
179654,1.66E+05
179655,1.98E+05
179656,8.66E+04
179657,4.77E+04
179658,8.37E+04
179659,8.55E+04
179660,1.77E+04
179661,3.06E+04
179662,3.10E+04
179663,9.67E+04
179664,1.66E+04
179665,4.24E+04
179666,5.83E+04
179667,2.37E+04
179668,4.97E+03
179669,1.17E+04
179670,1.05E+05
179671,5.98E+04
179672,3.79E+04
179673,1.55E+05
179674,1.02E+05
179675,4.03E+05
179676,2.40E+04
179677,9.97E+04
179678,5.72E+04
179679,4.28E+04
179680,4.65E+04
179681,9.11E+04
179682,7.69E+04
179683,5.60E+05
179684,1.21E+05
179685,5.75E+04
179686,2.07E+04
179687,2.13E+04
179688,7.14E+04
179689,5.75E+04
179690,1.40E+05
179691,1.69E+05
179692,1.54E+05
179693,3.24E+05
179694,9.23E+04
179695,5.91E+04
179696,6.85E+04
179697,5.48E+04
179698,1.26E+04
179699,1.34E+05
179700,5.06E+04
179701,1.12E+05
179702,2.07E+05
179703,1.08E+05
179704,1.14E+05
179705,1.31E+05
179706,4.84E+04
179707,2.52E+04
179708,1.40E+05
179709,1.16E+05
179710,2.65E+04
179711,1.80E+05
179712,3.26E+04
179713,3.78E+04
179714,1.81E+04
179715,9.17E+04
179716,4.56E+04
179717,6.35E+04
179718,8.78E+04
179719,3.66E+04
179720,8.57E+04
179721,8.17E+04
179722,5.65E+04
179723,6.99E+04
179724,2.73E+04
179725,3.13E+04
179726,1.64E+05
179727,4.60E+04
179728,1.08E+05
179729,4.28E+04
179730,8.32E+04
179731,5.84E+04
179732,5.43E+04
179733,4.15E+04
179734,3.73E+04
179735,7.57E+04
179736,3.44E+04
179737,5.01E+04
179738,1.48E+05
179739,7.51E+04
179740,1.38E+05
179741,1.12E+05
179742,5.84E+05
179743,3.64E+05
179744,9.44E+04
179745,3.08E+04
179746,1.93E+05
179747,3.52E+04
179748,7.09E+05
179749,8.57E+03
179750,1.60E+05
179751,1.11E+05
179752,7.37E+04
179753,5.12E+04
179754,7.15E+05
179755,3.39E+04
179756,4.00E+05
179757,2.41E+04
179758,8.31E+04
179759,2.73E+04
179760,4.32E+04
179761,1.31E+05
179762,2.60E+04
179763,3.37E+04
179764,3.58E+05
179765,2.58E+05
179766,1.83E+04
179767,5.76E+04
179768,4.53E+04
179769,1.67E+05
179770,1.48E+05
179771,3.39E+04
179772,4.35E+04
179773,6.90E+04
179774,8.10E+04
179775,5.64E+04
179776,2.26E+04
179777,7.99E+04
179778,7.72E+04
179779,1.28E+04
179780,3.67E+05
179781,5.71E+04
179782,8.43E+04
179783,8.66E+04
179784,3.31E+04
179785,1.57E+05
179786,1.13E+05
179787,6.12E+04
179788,7.33E+04
179789,2.59E+05
179790,1.65E+05
179791,4.01E+04
179792,3.28E+04
179793,3.88E+04
179794,1.28E+05
179795,2.15E+05
179796,2.53E+04
179797,3.07E+05
179798,1.05E+05
179799,7.22E+04
179800,8.02E+04
179801,1.13E+05
179802,1.30E+05
179803,7.38E+03
179804,4.86E+04
179805,6.29E+05
179806,6.17E+04
179807,4.17E+05
179808,8.41E+04
179809,2.65E+04
179810,4.37E+04
179811,6.15E+04
179812,9.83E+04
179813,1.94E+04
179814,3.97E+04
179815,1.03E+05
179816,1.02E+05
179817,1.55E+04
179818,6.84E+04
179819,1.22E+05
179820,9.20E+04
179821,8.05E+04
179822,1.41E+05
179823,8.19E+04
179824,1.59E+05
179825,2.02E+04
179826,5.95E+04
179827,2.42E+05
179828,1.95E+05
179829,2.49E+04
179830,1.44E+04
179831,4.63E+04
179832,1.06E+05
179833,3.51E+05
179834,1.08E+05
179835,7.38E+04
179836,1.46E+04
179837,5.02E+04
179838,3.81E+04
179839,1.75E+05
179840,1.66E+05
179841,3.35E+04
179842,1.42E+05
179843,1.53E+05
179844,7.74E+04
179845,2.13E+04
179846,8.17E+04
179847,1.76E+05
179848,2.32E+05
179849,1.43E+04
179850,4.73E+04
179851,3.11E+04
179852,6.07E+04
179853,5.89E+04
179854,5.69E+04
179855,1.59E+05
179856,2.45E+04
179857,2.87E+04
179858,9.54E+04
179859,1.54E+05
179860,3.96E+04
179861,2.89E+04
179862,3.58E+04
179863,2.63E+05
179864,1.91E+05
179865,1.81E+04
179866,6.99E+03
179867,3.70E+05
179868,8.14E+04
179869,8.03E+04
179870,2.35E+05
179871,1.10E+05
179872,3.15E+05
179873,6.48E+04
179874,9.94E+04
179875,4.79E+04
179876,1.47E+05
179877,3.80E+04
179878,1.35E+05
179879,6.71E+04
179880,4.71E+04
179881,1.05E+04
179882,1.52E+04
179883,6.19E+04
179884,2.39E+04
179885,5.25E+04
179886,5.65E+04
179887,7.76E+04
179888,1.29E+05
179889,1.03E+05
179890,4.07E+04
179891,2.09E+04
179892,4.58E+04
179893,3.74E+04
179894,1.88E+05
179895,6.77E+04
179896,4.07E+04
179897,3.59E+04
179898,2.95E+05
179899,3.62E+04
179900,1.13E+05
179901,4.76E+04
179902,5.30E+04
179903,1.19E+04
179904,2.92E+04
179905,8.68E+04
179906,4.09E+04
179907,2.26E+04
179908,4.99E+04
179909,2.18E+04
179910,3.67E+05
179911,2.12E+04
179912,1.14E+05
179913,2.34E+05
179914,2.22E+05
179915,1.32E+05
179916,5.13E+05
179917,5.28E+04
179918,2.25E+05
179919,1.57E+05
179920,9.80E+04
179921,2.32E+04
179922,5.56E+04
179923,6.76E+04
